,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:44,196,"1,747",461,5,39,43.7,239,3.44s,15,387,187,33,25,640,0,100%,3,3,92.6%,313,17,8,6,5,8,0,88%,35/40,Storm vs Warriors,Storm,2017
1,48%,25:36,179,"1,564",431,2,17,43.5,206,3.76s,4,375,199,38,23,709,1,80%,8,4,84.4%,313,39,19,5,8,8,2,86%,31/36,Storm vs Warriors,Warriors,2017
