,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,27:48,183,"1,580",310,2,23,40.5,212,3.37s,6,390,198,11,18,437,3,64%,8,5,89.8%,379,32,11,16,7,7,69%,27/39,Dragons vs Sharks,Dragons,2019
1,50%,27:48,191,"1,617",334,3,32,36.8,165,3.21s,6,456,257,11,24,636,2,77%,4,7,90.2%,332,23,13,10,6,7,80%,35/44,Dragons vs Sharks,Sharks,2019
