,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,19:59,140,"1,289",379,5,23,40.3,172,3.24s,7,302,164,9,13,377,3,64%,1,5,88%,292,30,1,10,9,7,8,69%,22/32,Warriors vs Rabbitohs,Warriors,2016
1,54%,23:27,148,"1,475",449,3,30,44.7,306,3.37s,6,354,184,15,19,543,2,100%,2,5,87.8%,259,23,1,13,3,5,8,88%,29/33,Warriors vs Rabbitohs,Rabbitohs,2016
