,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Bulldogs vs Eels,2015
1,78:04,Conversion-Made,Trent Hodkinson,Bulldogs,,,32-12,Bulldogs vs Eels,2015
2,76:58,Video Referee,Try,Bulldogs,,,,Bulldogs vs Eels,2015
3,76:58,Try,Curtis Rona,Bulldogs,,,30-12,Bulldogs vs Eels,2015
4,76:58,Linebreak,Curtis Rona,Bulldogs,,,,Bulldogs vs Eels,2015
5,75:55,Penalty - Crowding,Nathan Peats,Eels,,,,Bulldogs vs Eels,2015
6,75:08,Conversion-Made,Trent Hodkinson,Bulldogs,,,26-12,Bulldogs vs Eels,2015
7,73:37,Try,Brett Morris,Bulldogs,,,24-12,Bulldogs vs Eels,2015
8,73:35,Linebreak,Brett Morris,Bulldogs,,,,Bulldogs vs Eels,2015
9,72:24,Interchange - Sin Bin Return,Darcy Lussick,Eels,,,,Bulldogs vs Eels,2015
10,71:46,Interchange - Sin Bin Return,Frank Pritchard,Bulldogs,,,,Bulldogs vs Eels,2015
11,70:56,Penalty - Dangerous Tackle,Corey Norman,Eels,,,,Bulldogs vs Eels,2015
12,70:00,Interchange - Sin Bin Return,Brad Takairangi,Eels,,,,Bulldogs vs Eels,2015
13,69:14,Kick Bomb,Moses Mbye,Bulldogs,,,,Bulldogs vs Eels,2015
14,68:17,Line Dropout,Chris Sandow,Eels,,,,Bulldogs vs Eels,2015
15,65:31,Linebreak,Tony Williams,Bulldogs,,,,Bulldogs vs Eels,2015
16,59:30,Penalty - Holding Down,Tony Williams,Bulldogs,,,,Bulldogs vs Eels,2015
17,58:08,Penalty - Dangerous Tackle,Will Hopoate,Eels,,,,Bulldogs vs Eels,2015
18,58:03,Kick Bomb,Chris Sandow,Eels,,,,Bulldogs vs Eels,2015
19,55:57,Conversion-Made,Trent Hodkinson,Bulldogs,,,20-12,Bulldogs vs Eels,2015
20,55:07,Video Referee,Try,Bulldogs,,,,Bulldogs vs Eels,2015
21,55:07,Try,Sam Perrett,Bulldogs,,,18-12,Bulldogs vs Eels,2015
22,54:55,Kick Bomb,Moses Mbye,Bulldogs,,,,Bulldogs vs Eels,2015
23,53:18,Kick Bomb,Trent Hodkinson,Bulldogs,,,,Bulldogs vs Eels,2015
24,51:50,Conversion-Made,Trent Hodkinson,Bulldogs,,,14-12,Bulldogs vs Eels,2015
25,50:21,Try,Sam Perrett,Bulldogs,,,12-12,Bulldogs vs Eels,2015
26,50:18,Linebreak,Sam Perrett,Bulldogs,,,,Bulldogs vs Eels,2015
27,49:25,Penalty - Crowding,Isaac De Gois,Eels,,,,Bulldogs vs Eels,2015
28,44:50,Conversion-Missed,Reece Robinson,Eels,,,,Bulldogs vs Eels,2015
29,44:04,Try,Manu Ma'u,Eels,,,8-12,Bulldogs vs Eels,2015
30,44:04,Video Referee,Try,Eels,,,,Bulldogs vs Eels,2015
31,42:36,Conversion-Missed,Reece Robinson,Eels,,,,Bulldogs vs Eels,2015
32,41:39,Try,Manu Ma'u,Eels,,,8-8,Bulldogs vs Eels,2015
33,41:39,Video Referee,Try,Eels,,,,Bulldogs vs Eels,2015
34,41:37,Linebreak,Manu Ma'u,Eels,,,,Bulldogs vs Eels,2015
35,39:40,Penalty - Slow Peel,Tepai Moeroa,Eels,,,,Bulldogs vs Eels,2015
36,38:33,Penalty - Slow Peel,Moses Mbye,Bulldogs,,,,Bulldogs vs Eels,2015
37,35:47,Linebreak,Brad Takairangi,Eels,,,,Bulldogs vs Eels,2015
38,34:56,Conversion-Missed,Reece Robinson,Eels,,,,Bulldogs vs Eels,2015
39,33:52,Video Referee,Try,Eels,,,,Bulldogs vs Eels,2015
40,33:52,Try,Semi Radradra,Eels,,,8-4,Bulldogs vs Eels,2015
