,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,44%,24:19,166,"1,485",527,2,21,38.1,116,11,428,240,10,20,526,1,73%,6,4,90.4%,367,24,0,15,4,1,69%,27/39,Raiders vs Broncos,Raiders,2014
1,56%,30:56,169,"1,584",562,6,24,40.6,199,12,363,164,12,23,652,1,82%,6,3,88.9%,345,21,1,22,7,2,82%,32/39,Raiders vs Broncos,Broncos,2014
