,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Broncos vs Panthers,2019
1,79:42,Penalty - Slow Peel,Jake Turpin,Broncos,,,,Broncos vs Panthers,2019
2,78:45,Penalty - Slow Peel,Darius Boyd,Broncos,,,,Broncos vs Panthers,2019
3,78:33,Sin Bin,Tevita Pangai Junior,Broncos,,,,Broncos vs Panthers,2019
4,78:23,Penalty - Dangerous Tackle,Tevita Pangai Junior,Broncos,,,,Broncos vs Panthers,2019
5,77:53,Penalty - Dangerous Tackle,David Fifita,Broncos,,,,Broncos vs Panthers,2019
6,77:48,Error,Corey Oates,Broncos,,,,Broncos vs Panthers,2019
7,76:22,Error,Josh Mansour,Panthers,,,,Broncos vs Panthers,2019
8,76:12,Interchange #7,,Panthers,                   Spencer Leniu,                   Moses Leota,,Broncos vs Panthers,2019
9,75:34,Error,Izaia Perese,Broncos,,,,Broncos vs Panthers,2019
10,75:32,Linebreak,Darius Boyd,Broncos,,,,Broncos vs Panthers,2019
11,74:43,Conversion-Made,Jamayne Isaako,Broncos,,,24-12,Broncos vs Panthers,2019
12,74:20,Interchange #8,,Broncos,                   Izaia Perese,                   Gehamat Shibasaki,,Broncos vs Panthers,2019
13,73:01,Try,Payne Haas,Broncos,,,22-12,Broncos vs Panthers,2019
14,72:56,Linebreak,Payne Haas,Broncos,,,,Broncos vs Panthers,2019
15,72:15,Kick Bomb,Nathan Cleary,Panthers,,,,Broncos vs Panthers,2019
16,70:02,Error,Dean Whare,Panthers,,,,Broncos vs Panthers,2019
17,68:47,Penalty - Crowding,Payne Haas,Broncos,,,,Broncos vs Panthers,2019
18,68:16,Line Dropout,Anthony Milford,Broncos,,,,Broncos vs Panthers,2019
19,67:09,Interchange - HIA,,Panthers,                   Liam Martin,                   Brent Naden,,Broncos vs Panthers,2019
20,65:07,Penalty - Holding Down,Matthew Lodge,Broncos,,,,Broncos vs Panthers,2019
21,64:53,Line Dropout,Jamayne Isaako,Broncos,,,,Broncos vs Panthers,2019
