,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,27:03,180,"1,433",456,4,31,36.8,158,3.27s,14,426,240,34,17,435,0,92%,7,4,89.3%,341,35,6,10,6,8,74%,29/39,Rabbitohs vs Broncos,Rabbitohs,2018
1,52%,29:18,168,"1,452",509,6,35,39.2,215,3.69s,4,399,217,19,21,538,4,55%,3,10,86.5%,328,31,20,11,8,8,81%,30/37,Rabbitohs vs Broncos,Broncos,2018
