,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,44%,21:19,160,"1,653",638,2,16,38.5,177,9,397,218,6,23,547,1,100%,4,4,92.4%,328,19,0,8,7,0,72%,31/43,Dragons vs Raiders,Dragons,2013
1,56%,27:08,138,"1,500",541,5,19,41.7,97,7,347,189,5,19,636,0,60%,5,1,93%,373,16,1,12,11,2,69%,25/36,Dragons vs Raiders,Raiders,2013
