,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,37%,20:53,169,"1,306",436,1,27,31.9,63,9,384,200,10,22,656,0,92%,6,4,87.5%,365,23,0,29,10,1,71%,29/41,Sharks vs Titans,Sharks,2014
1,63%,35:35,198,"1,896",607,2,23,46.2,249,22,454,238,11,21,427,2,80%,3,8,89.9%,355,27,1,13,7,0,76%,31/41,Sharks vs Titans,Titans,2014
