,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,26:09,163,"1,594",480,3,27,43.1,137,3.2s,11,381,209,24,16,436,0,91%,3,5,85.6%,358,37,23,14,8,8,2,73%,27/37,Rabbitohs vs Dragons,Rabbitohs,2018
1,53%,29:29,192,"1,859",585,2,37,45.3,175,3.2s,15,424,230,25,16,328,3,75%,5,3,88.2%,328,27,17,13,8,8,0,66%,27/41,Rabbitohs vs Dragons,Dragons,2018
