,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:24,173,"1,525",452,6,26,33.9,135,14,427,255,23,18,377,1,100%,1,6,94.1%,318,11,0,9,11,4,76%,34/45,Sea Eagles vs Rabbitohs,Sea Eagles,2013
1,49%,25:22,148,"1,244",416,2,11,33.6,87,4,344,180,8,18,580,1,78%,5,2,86.5%,308,26,1,22,11,0,81%,30/37,Sea Eagles vs Rabbitohs,Rabbitohs,2013
