,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,23:36,154,"1,272",424,1,18,34.4,141,3.49s,3,347,193,24,18,319,3,71%,1,9,89.2%,338,30,11,9,10,7,2,73%,27/37,Warriors vs Raiders,Warriors,2016
1,52%,25:34,165,"1,429",536,5,30,37.6,107,3.77s,5,341,177,22,15,384,0,64%,1,3,93.5%,303,18,3,11,8,7,2,71%,27/38,Warriors vs Raiders,Raiders,2016
