,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,28:08,199,"1,978",680,7,38,50.7,242,3.45s,15,428,234,22,18,420,2,70%,4,7,82.2%,263,38,19,11,4,8,2,82%,32/39,Sea Eagles vs Roosters,Sea Eagles,2017
1,47%,24:56,154,"1,491",458,7,38,42.6,111,3.41s,12,345,185,12,17,399,0,80%,3,6,84.8%,351,38,25,13,7,8,0,71%,25/35,Sea Eagles vs Roosters,Roosters,2017
