,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,60%,30:56,172,"1,750",611,8,39,42.7,234,7,434,238,21,23,534,4,90%,3,7,93.6%,320,18,4,7,0,90%,37/41,Panthers vs Broncos,Panthers,2013
1,40%,20:37,140,"1,266",464,2,18,35.2,131,3,347,182,12,22,576,3,83%,3,7,88.2%,366,39,10,9,1,81%,29/36,Panthers vs Broncos,Broncos,2013
