,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,27:18,158,"1,575",483,6,33,42.6,189,3.87s,18,370,203,49,12,209,0,50%,6,1,84.9%,241,21,22,13,11,7,70%,26/37,Sea Eagles vs Raiders,Sea Eagles,2018
1,42%,19:46,135,"1,129",382,3,21,31.4,55,3.64s,16,314,171,32,11,354,2,75%,2,1,84.6%,302,33,22,12,14,8,69%,25/36,Sea Eagles vs Raiders,Raiders,2018
