,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,28:55,171,"1,377",483,2,15,36.2,116,3.66s,11,404,220,27,25,633,2,78%,4,8,82.8%,352,48,25,7,6,7,1,79%,30/38,Bulldogs vs Eels,Bulldogs,2016
1,50%,28:55,183,"1,655",571,4,48,42.5,170,3.73s,17,422,222,35,25,574,1,92%,6,5,91.6%,348,15,17,7,8,7,4,77%,30/39,Bulldogs vs Eels,Eels,2016
