,Event Type,Player,Player Off,Player On,Score,Team,Time,Match,Year
0,FULL TIME,,,,,,80:00,Roosters vs Storm,2015
1,Penalty - Offside Downtown,James Maloney,,,,Roosters,79:19,Roosters vs Storm,2015
2,Linebreak,Jake Friend,,,,Roosters,79:15,Roosters vs Storm,2015
3,Penalty - Ball Strip,Aidan Guerra,,,,Roosters,76:50,Roosters vs Storm,2015
4,Interchange - Sin Bin Return,Mitchell Aubusson,,,,Roosters,72:00,Roosters vs Storm,2015
5,Line Dropout,Cameron Smith,,,,Storm,71:30,Roosters vs Storm,2015
6,Interchange - Sin Bin Return,Kurt Mann,,,,Storm,66:51,Roosters vs Storm,2015
7,Penalty - Dangerous Tackle,Jackson Hastings,,,,Roosters,65:03,Roosters vs Storm,2015
8,Conversion-Missed,James Maloney,,,,Roosters,63:47,Roosters vs Storm,2015
9,Try,Shaun Kenny-Dowall,,,24-2,Roosters,62:16,Roosters vs Storm,2015
10,Linebreak,Shaun Kenny-Dowall,,,,Roosters,62:15,Roosters vs Storm,2015
11,Penalty - Ball Strip,Dayne Weston,,,,Storm,61:20,Roosters vs Storm,2015
12,Penalty - Dangerous Tackle,Jared Waerea-Hargreaves,,,,Roosters,60:10,Roosters vs Storm,2015
13,Penalty - Early Tackle,Siosiua Taukeiaho,,,,Roosters,59:22,Roosters vs Storm,2015
14,Interchange - Sin Bin Return,James Maloney,,,,Roosters,57:09,Roosters vs Storm,2015
15,Conversion-Made,James Maloney,,,20-2,Roosters,55:49,Roosters vs Storm,2015
16,Try,Mitchell Aubusson,,,18-2,Roosters,54:03,Roosters vs Storm,2015
17,Linebreak,Mitchell Aubusson,,,,Roosters,54:02,Roosters vs Storm,2015
18,Penalty - Dangerous Tackle,Daniel Tupou,,,,Roosters,50:24,Roosters vs Storm,2015
19,Kick Bomb,James Maloney,,,,Roosters,48:48,Roosters vs Storm,2015
20,Penalty - 2nd Effort,Jake Friend,,,,Roosters,46:18,Roosters vs Storm,2015
21,Kick Bomb,Cooper Cronk,,,,Storm,45:13,Roosters vs Storm,2015
22,Kick Bomb,James Maloney,,,,Roosters,44:20,Roosters vs Storm,2015
23,Penalty Shot-Made,James Maloney,,,14-2,Roosters,42:58,Roosters vs Storm,2015
24,Penalty - Hand in the Ruck,Cameron Smith,,,,Storm,41:55,Roosters vs Storm,2015
25,Penalty Shot-Made,Cameron Smith,,,12-2,Storm,39:59,Roosters vs Storm,2015
26,Penalty - Late Tackle,Dylan Napa,,,,Roosters,39:59,Roosters vs Storm,2015
27,Line Dropout,Cameron Smith,,,,Storm,37:51,Roosters vs Storm,2015
28,Interchange - Sin Bin Return,Shaun Kenny-Dowall,,,,Roosters,34:38,Roosters vs Storm,2015
29,Line Dropout,Cameron Smith,,,,Storm,33:35,Roosters vs Storm,2015
30,Linebreak,Roger Tuivasa-Sheck,,,,Roosters,33:08,Roosters vs Storm,2015
31,Penalty - Slow Peel,Mitchell Aubusson,,,,Roosters,31:41,Roosters vs Storm,2015
32,Kick Bomb,Blake Green,,,,Storm,30:51,Roosters vs Storm,2015
33,Penalty - Hand in the Ruck,Michael Jennings,,,,Roosters,29:42,Roosters vs Storm,2015
34,Kick Bomb,James Maloney,,,,Roosters,29:31,Roosters vs Storm,2015
35,Interchange - Sin Bin Return,Cooper Cronk,,,,Storm,28:30,Roosters vs Storm,2015
36,Kick Bomb,James Maloney,,,,Roosters,24:35,Roosters vs Storm,2015
37,Penalty Shot-Made,James Maloney,,,12-0,Roosters,23:07,Roosters vs Storm,2015
38,Penalty - Offside inside 10m,Cooper Cronk,,,,Storm,21:59,Roosters vs Storm,2015
39,Penalty - Slow Peel,Kevin Proctor,,,,Storm,20:41,Roosters vs Storm,2015
40,Line Dropout,James Maloney,,,,Roosters,17:52,Roosters vs Storm,2015
41,Penalty Shot-Made,James Maloney,,,10-0,Roosters,14:25,Roosters vs Storm,2015
42,Penalty - Slow Peel,Dale Finucane,,,,Storm,13:28,Roosters vs Storm,2015
43,Penalty - Slow Peel,Kurt Mann,,,,Storm,12:52,Roosters vs Storm,2015
44,Penalty - Holding Down,Jake Friend,,,,Roosters,10:33,Roosters vs Storm,2015
45,Kick Bomb,Mitchell Pearce,,,,Roosters,10:19,Roosters vs Storm,2015
46,Conversion-Missed,James Maloney,,,,Roosters,08:56,Roosters vs Storm,2015
47,Try,Daniel Tupou,,,8-0,Roosters,07:25,Roosters vs Storm,2015
48,Linebreak,Daniel Tupou,,,,Roosters,07:25,Roosters vs Storm,2015
49,Line Dropout,Cameron Smith,,,,Storm,06:44,Roosters vs Storm,2015
50,Conversion-Missed,James Maloney,,,,Roosters,03:17,Roosters vs Storm,2015
51,Try,Shaun Kenny-Dowall,,,4-0,Roosters,01:49,Roosters vs Storm,2015
52,Linebreak,Shaun Kenny-Dowall,,,,Roosters,01:49,Roosters vs Storm,2015
53,Interchange - Sin Bin Return,Mahe Fonua,,,,Storm,00:53,Roosters vs Storm,2015
54,Kick Bomb,James Maloney,,,,Roosters,00:49,Roosters vs Storm,2015
55,KICK OFF,,,,,,00:00,Roosters vs Storm,2015
