,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Dragons vs Titans,2019
1,79:08,Linebreak,Cameron McInnes,Dragons,,,,Dragons vs Titans,2019
2,78:24,Conversion-Missed,Gareth Widdop,Dragons,,,,Dragons vs Titans,2019
3,76:50,Try,Jason Saab,Dragons,,,40-28,Dragons vs Titans,2019
4,75:56,Line Dropout,Bryce Cartwright,Titans,,,,Dragons vs Titans,2019
5,75:29,Interchange #8,,Titans,                   Jai Whitbread,                   Moeaki Fotuaika,,Dragons vs Titans,2019
6,75:29,Interchange #8,,Dragons,                   Luciano Leilua,                   Patrick Kaufusi,,Dragons vs Titans,2019
7,74:32,Error,Bryce Cartwright,Titans,,,,Dragons vs Titans,2019
8,73:46,Kick Bomb,Ben Hunt,Dragons,,,,Dragons vs Titans,2019
9,73:00,Error,Ryley Jacks,Titans,,,,Dragons vs Titans,2019
10,72:10,Interchange #7,,Titans,                   Jai Arrow,                   Jarrod Wallace,,Dragons vs Titans,2019
11,70:51,Interchange #7,,Dragons,                   Patrick Kaufusi,                   Tariq Sims,,Dragons vs Titans,2019
12,70:38,Kick Bomb,Ryley Jacks,Titans,,,,Dragons vs Titans,2019
13,69:37,Error,Tyson Frizell,Dragons,,,,Dragons vs Titans,2019
14,66:37,Interchange #6,,Titans,                   Brenko Lee,                   Leilani Latu,,Dragons vs Titans,2019
15,66:13,Error,Tyson Frizell,Dragons,,,,Dragons vs Titans,2019
16,65:49,Linebreak,Timoteo Lafai,Dragons,,,,Dragons vs Titans,2019
17,65:27,Kick Bomb,Ryley Jacks,Titans,,,,Dragons vs Titans,2019
18,64:34,Interchange #6,,Dragons,                   James Graham,                   Jeremy Latimore,,Dragons vs Titans,2019
19,64:33,Conversion-Made,Tyrone Peachey,Titans,,,36-28,Dragons vs Titans,2019
20,63:52,Try,Ryley Jacks,Titans,,,36-26,Dragons vs Titans,2019
21,63:46,Linebreak,Alexander Brimson,Titans,,,,Dragons vs Titans,2019
22,63:16,Interchange #5,,Dragons,                   Tyson Frizell,                   Korbin Sims,,Dragons vs Titans,2019
23,63:09,Conversion-Made,Tyrone Peachey,Titans,,,36-22,Dragons vs Titans,2019
24,62:10,Try,Phillip Sami,Titans,,,36-20,Dragons vs Titans,2019
25,62:09,Linebreak,Phillip Sami,Titans,,,,Dragons vs Titans,2019
26,61:34,Error,Paul Vaughan,Dragons,,,,Dragons vs Titans,2019
27,60:23,Penalty - Offside General,Jackson Ford,Dragons,,,,Dragons vs Titans,2019
28,60:22,Error,Jason Saab,Dragons,,,,Dragons vs Titans,2019
