,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,25:32,159,"1,471",516,2,17,38.7,117,14,370,191,10,20,509,0,82%,3,4,90.7%,402,23,1,18,7,0,74%,28/38,Storm vs Broncos,Storm,2014
1,52%,27:40,178,"1,644",640,3,23,41.1,145,13,418,222,29,19,412,2,92%,3,4,90.2%,314,17,1,17,5,1,65%,26/40,Storm vs Broncos,Broncos,2014
