,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,56%,29:50,189,"1,649",583,3,18,42.3,174,3.07s,8,423,228,33,23,527,2,40%,4,4,87.6%,298,29,13,7,8,8,82%,32/39,Bulldogs vs Broncos,Bulldogs,2018
1,44%,23:27,169,"1,470",447,3,29,42,197,3.07s,10,340,179,15,15,439,0,70%,3,2,93.3%,389,18,10,11,9,8,71%,25/35,Bulldogs vs Broncos,Broncos,2018
