,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,68%,28:49,154,"1,501",475,7,32,36.6,184,3,347,195,11,10,419,0,90%,3,0,90.5%,268,18,10,8,1,71%,29/41,Eels vs Warriors,Eels,2014
1,32%,13:34,146,"1,170",374,3,18,36.6,144,11,360,214,13,12,270,1,78%,3,4,88.7%,289,32,5,9,0,69%,22/32,Eels vs Warriors,Warriors,2014
