,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:39,184,"1,790",611,5,29,42.6,169,3.18s,9,412,215,22,26,571,2,46%,4,9,85.7%,349,48,10,6,5,8,2,88%,37/42,Wests Tigers vs Cowboys,Wests Tigers,2018
1,49%,25:36,171,"1,568",575,2,48,42.4,135,3.22s,7,400,210,21,20,490,0,80%,5,3,90.1%,383,29,13,14,5,8,0,70%,26/37,Wests Tigers vs Cowboys,Cowboys,2018
