,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Wests Tigers vs Dragons,2015
1,80:00,Interchange - Sin Bin Return,Etonia Nabuli,Dragons,,,,Wests Tigers vs Dragons,2015
2,80:00,Kick Bomb,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
3,79:42,On Report,Rory O'Brien,Dragons,,,,Wests Tigers vs Dragons,2015
4,79:35,Penalties - Other,Rory O'Brien,Dragons,,,,Wests Tigers vs Dragons,2015
5,79:28,Line Dropout,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
6,77:41,On Report,Keith Galloway,Wests Tigers,,,,Wests Tigers vs Dragons,2015
7,77:33,Penalty - Late Tackle,Keith Galloway,Wests Tigers,,,,Wests Tigers vs Dragons,2015
8,75:03,Kick Bomb,Mitchell Moses,Wests Tigers,,,,Wests Tigers vs Dragons,2015
9,73:28,Penalty Shot-Made,Pat Richards,Wests Tigers,,,22-4,Wests Tigers vs Dragons,2015
10,72:18,Penalty - Slow Peel,Rory O'Brien,Dragons,,,,Wests Tigers vs Dragons,2015
11,71:47,Line Dropout,Benji Marshall,Dragons,,,,Wests Tigers vs Dragons,2015
12,69:25,Tigers Interchange - Sin Bin Return,Martin Taupau,Wests,,,,Wests Tigers vs Dragons,2015
13,68:15,Interchange - Sin Bin Return,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
14,64:27,Penalty - Holding Down,Keith Galloway,Wests Tigers,,,,Wests Tigers vs Dragons,2015
15,63:30,Penalty - 2nd Effort,Curtis Sironen,Wests Tigers,,,,Wests Tigers vs Dragons,2015
16,57:45,Interchange - Sin Bin Return,Etonia Nabuli,Dragons,,,,Wests Tigers vs Dragons,2015
17,57:41,Kick Bomb,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
18,56:48,Linebreak,Tim Simona,Wests Tigers,,,,Wests Tigers vs Dragons,2015
19,54:49,Line Dropout,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
20,53:00,Penalty - Ball Strip,Robbie Farah,Wests Tigers,,,,Wests Tigers vs Dragons,2015
21,52:28,Penalty - Slow Peel,Robbie Farah,Wests Tigers,,,,Wests Tigers vs Dragons,2015
22,51:31,Interchange - Sin Bin Return,Peter Mata'utia,Dragons,,,,Wests Tigers vs Dragons,2015
23,50:23,Tigers Interchange - Sin Bin Return,Pat Richards,Wests,,,,Wests Tigers vs Dragons,2015
24,49:08,Penalty - Obstruction,Dylan Farrell,Dragons,,,,Wests Tigers vs Dragons,2015
25,48:04,Tigers Interchange - Sin Bin Return,Kevin Naiqama,Wests,,,,Wests Tigers vs Dragons,2015
26,47:59,Kick Bomb,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
27,45:56,Interchange - Sin Bin Return,Peter Mata'utia,Dragons,,,,Wests Tigers vs Dragons,2015
28,43:15,Penalty - 2nd Effort,Heath L'Estrange,Dragons,,,,Wests Tigers vs Dragons,2015
29,41:31,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Dragons,2015
30,39:59,Kick Bomb,Benji Marshall,Dragons,,,,Wests Tigers vs Dragons,2015
31,38:42,Conversion-Missed,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
32,37:56,Video Referee,Try,Dragons,,,,Wests Tigers vs Dragons,2015
33,37:56,Try,Dane Nielsen,Dragons,,,20-4,Wests Tigers vs Dragons,2015
34,37:55,Linebreak,Dane Nielsen,Dragons,,,,Wests Tigers vs Dragons,2015
35,37:24,Line Dropout,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
36,35:29,Penalty - Slow Peel,Ava Seumanufagai,Wests Tigers,,,,Wests Tigers vs Dragons,2015
37,33:48,Kick Bomb,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
38,31:40,Penalty - Slow Peel,George Rose,Dragons,,,,Wests Tigers vs Dragons,2015
