,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
39,30:50,Penalty - Dangerous Tackle,Heath L'Estrange,Dragons,,,,Wests Tigers vs Dragons,2015
40,29:01,Penalty - Dangerous Tackle,James Tedesco,Wests Tigers,,,,Wests Tigers vs Dragons,2015
41,28:57,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Dragons,2015
42,27:51,Conversion-Made,Pat Richards,Wests Tigers,,,20-0,Wests Tigers vs Dragons,2015
43,25:55,Try,Pat Richards,Wests Tigers,,,18-0,Wests Tigers vs Dragons,2015
44,25:54,Linebreak,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
45,24:59,Interchange - Sin Bin Return,Tyson Frizell,Dragons,,,,Wests Tigers vs Dragons,2015
46,22:50,Penalty - Holding Down,Chris Lawrence,Wests Tigers,,,,Wests Tigers vs Dragons,2015
47,22:41,Tigers Interchange - Sin Bin Return,Sauaso Sue,Wests,,,,Wests Tigers vs Dragons,2015
48,21:31,Penalty - Slow Peel,Mike Cooper,Dragons,,,,Wests Tigers vs Dragons,2015
49,19:10,Conversion-Made,Pat Richards,Wests Tigers,,,14-0,Wests Tigers vs Dragons,2015
50,17:26,Try,Pat Richards,Wests Tigers,,,12-0,Wests Tigers vs Dragons,2015
51,17:24,Linebreak,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
52,14:38,Conversion-Missed,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
53,13:36,Video Referee,Try,Wests Tigers,,,,Wests Tigers vs Dragons,2015
54,13:36,Try,James Tedesco,Wests Tigers,,,8-0,Wests Tigers vs Dragons,2015
55,12:26,Penalty - Slow Peel,Dylan Farrell,Dragons,,,,Wests Tigers vs Dragons,2015
56,11:29,Line Dropout,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
57,10:02,Line Dropout,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
58,08:04,Penalty - Dangerous Tackle,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Dragons,2015
59,07:37,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Dragons,2015
60,06:30,Conversion-Missed,Pat Richards,Wests Tigers,,,,Wests Tigers vs Dragons,2015
61,05:04,Try,Kevin Naiqama,Wests Tigers,,,4-0,Wests Tigers vs Dragons,2015
62,05:04,Linebreak,Kevin Naiqama,Wests Tigers,,,,Wests Tigers vs Dragons,2015
63,03:08,Interchange - Sin Bin Return,Jason Nightingale,Dragons,,,,Wests Tigers vs Dragons,2015
64,02:56,Penalty - Ball Strip,Aaron Woods,Wests Tigers,,,,Wests Tigers vs Dragons,2015
65,01:41,Kick Bomb,Gareth Widdop,Dragons,,,,Wests Tigers vs Dragons,2015
66,00:47,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Dragons,2015
67,00:00,KICK OFF,,,,,,Wests Tigers vs Dragons,2015
