,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,26:29,189,"1,774",555,7,36,42.3,207,3.42s,7,400,212,10,21,610,2,92%,3,6,84.9%,310,23,32,9,8,7,1,79%,33/42,Broncos vs Cowboys,Broncos,2019
1,50%,26:29,175,"1,501",506,3,23,38.5,121,3.64s,19,378,198,9,19,422,2,80%,5,4,88.5%,338,36,8,16,2,7,2,74%,29/39,Broncos vs Cowboys,Cowboys,2019
