,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,23:32,161,"1,378",500,3,13,38.3,186,5,381,209,0,16,691,0,100%,0,1,91.8%,337,21,9,4,67%,24/36,Broncos vs Sea Eagles,Broncos,2013
1,49%,22:36,164,"1,594",519,4,21,40.9,306,8,375,194,3,27,648,3,100%,4,13,94.1%,337,13,8,8,82%,32/39,Broncos vs Sea Eagles,Sea Eagles,2013
