,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,25:42,173,"1,591",483,4,27,43,139,3.52s,5,400,222,19,19,444,2,70%,4,5,90.4%,329,21,14,8,7,8,2,84%,31/37,Cowboys vs Warriors,Cowboys,2017
1,51%,26:44,185,"1,597",488,2,21,44.4,156,3.65s,11,380,199,22,21,486,5,56%,3,5,91.1%,359,27,8,9,8,8,0,78%,28/36,Cowboys vs Warriors,Warriors,2017
