,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,26:54,154,"1,475",441,5,49,38.8,189,3.32s,9,360,191,24,19,428,3,73%,6,5,87.1%,304,26,19,13,7,7,0,71%,27/38,Sea Eagles vs Panthers,Sea Eagles,2018
1,49%,25:51,177,"1,461",374,5,26,36.5,146,3.06s,12,413,237,39,19,475,2,77%,5,3,84.3%,317,49,10,8,7,8,2,80%,32/40,Sea Eagles vs Panthers,Panthers,2018
