,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,27:32,155,"1,736",560,6,34,51.1,170,3.38s,6,368,191,27,20,460,2,60%,6,4,84.3%,290,23,2,31,14,6,8,82%,28/34,Rabbitohs vs Bulldogs,Rabbitohs,2017
1,47%,24:25,176,"1,634",560,2,23,44.2,169,3.46s,19,381,214,18,15,293,1,60%,3,5,87.8%,296,34,0,7,11,6,7,73%,27/37,Rabbitohs vs Bulldogs,Bulldogs,2017
