,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,27:01,180,"1,594",523,2,35,39.9,156,3.92s,7,404,210,16,25,717,1,80%,4,3,89.4%,414,22,1,27,8,4,7,2,82%,33/40,Rabbitohs vs Sharks,Rabbitohs,2016
1,54%,31:44,201,"1,768",532,2,22,43.1,208,3.86s,18,481,265,13,25,603,4,82%,5,10,89.2%,370,35,0,10,11,9,8,0,73%,30/41,Rabbitohs vs Sharks,Sharks,2016
