,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,29:11,182,"1,600",501,1,28,41,225,3.38s,13,412,233,25,19,541,1,90%,4,3,89.6%,343,33,7,10,10,8,0,72%,28/39,Warriors vs Storm,Warriors,2018
1,48%,26:57,174,"1,508",469,2,33,38.7,146,3.31s,5,354,178,40,21,558,2,86%,2,5,87.1%,350,28,24,10,7,7,2,79%,31/39,Warriors vs Storm,Storm,2018
