,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,26:31,173,"1,426",456,2,16,43.2,174,3.16s,6,409,227,21,21,408,2,86%,5,7,88.8%,292,33,0,4,11,3,8,3,76%,25/33,Titans vs Warriors,Titans,2016
1,46%,22:36,163,"1,594",445,5,33,44.3,102,2.79s,4,377,212,13,14,322,3,56%,5,5,92.2%,320,16,2,11,8,4,8,2,78%,28/36,Titans vs Warriors,Warriors,2016
