,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,59%,30:23,174,"1,520",553,1,18,39,162,19,422,225,5,25,600,1,86%,4,6,92.7%,382,17,1,13,6,64%,25/39,Dragons vs Panthers,Dragons,2013
1,41%,21:07,188,"1,761",562,3,17,38.3,198,12,450,236,3,25,779,2,89%,3,4,88.3%,339,18,1,27,6,80%,37/46,Dragons vs Panthers,Panthers,2013
