,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,29:45,170,"1,607",556,2,25,38.3,211,3.49s,4,419,241,28,21,424,4,83%,6,9,86.3%,327,35,17,10,5,8,79%,33/42,Cowboys vs Raiders,Cowboys,2018
1,43%,22:26,155,"1,368",499,3,35,39.1,80,3.3s,10,334,157,9,16,567,0,56%,5,0,91.6%,372,25,9,12,9,8,71%,25/35,Cowboys vs Raiders,Raiders,2018
