,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,22:43,147,"1,192",289,2,23,36.1,118,3.11s,8,356,210,12,14,387,2,86%,3,5,90.9%,340,25,1,9,9,10,8,1,70%,23/33,Rabbitohs vs Eels,Rabbitohs,2016
1,54%,26:40,171,"1,525",361,2,25,41.2,199,3.77s,5,339,184,12,14,293,1,60%,6,3,88%,271,23,1,14,9,6,7,0,78%,29/37,Rabbitohs vs Eels,Eels,2016
