,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,26:48,165,"1,661",590,5,48,41.5,147,3.42s,13,379,208,24,17,378,1,80%,2,4,89%,308,24,14,8,10,7,78%,31/40,Sea Eagles vs Broncos,Sea Eagles,2018
1,45%,21:55,157,"1,333",407,5,24,39.2,148,3.31s,9,353,202,39,12,420,0,36%,1,2,81%,299,48,22,11,9,8,74%,25/34,Sea Eagles vs Broncos,Broncos,2018
