,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
48,46:38,Penalty - Offside inside 10m,Reagan Campbell-Gillard,Panthers,,,,Panthers vs Knights,2019
49,46:27,Error,Liam Martin,Panthers,,,,Panthers vs Knights,2019
50,46:02,Penalty - Slow Peel,Connor Watson,Knights,,,,Panthers vs Knights,2019
51,44:38,Conversion-Made,Mason Lino,Knights,,,18-10,Panthers vs Knights,2019
52,43:31,Try,Herman Ese'ese,Knights,,,18-8,Panthers vs Knights,2019
53,43:30,Linebreak,Herman Ese'ese,Knights,,,,Panthers vs Knights,2019
54,42:25,Penalty - Late Tackle,Spencer Leniu,Panthers,,,,Panthers vs Knights,2019
55,41:18,Penalty - Dangerous Tackle,Viliame Kikau,Panthers,,,,Panthers vs Knights,2019
56,40:55,Kick Bomb,James Maloney,Panthers,,,,Panthers vs Knights,2019
57,40:01,Interchange #3,,Panthers,                   Billy Burns,                   Brian To'o,,Panthers vs Knights,2019
58,40:00,Error,Mason Lino,Knights,,,,Panthers vs Knights,2019
59,38:24,Error,Connor Watson,Knights,,,,Panthers vs Knights,2019
60,37:12,Error,Liam Martin,Panthers,,,,Panthers vs Knights,2019
61,36:59,Interchange #4,,Knights,                   Jacob Saifiti,                   Kurt Mann,,Panthers vs Knights,2019
62,36:34,Conversion-Made,Nathan Cleary,Panthers,,,18-4,Panthers vs Knights,2019
63,35:37,Video Referee,Try,Panthers,,,,Panthers vs Knights,2019
64,35:29,Try,Nathan Cleary,Panthers,,,16-4,Panthers vs Knights,2019
65,35:28,Linebreak,Nathan Cleary,Panthers,,,,Panthers vs Knights,2019
66,34:26,Error,Hymel Hunt,Knights,,,,Panthers vs Knights,2019
67,32:56,Conversion-Made,Nathan Cleary,Panthers,,,12-4,Panthers vs Knights,2019
68,31:27,Try,Brian To'o,Panthers,,,10-4,Panthers vs Knights,2019
69,31:27,Linebreak,Brian To'o,Panthers,,,,Panthers vs Knights,2019
70,30:36,Penalty - Ball Strip,Kalyn Ponga,Knights,,,,Panthers vs Knights,2019
71,29:49,Interchange #2,,Panthers,                   Spencer Leniu,                   James Tamou,,Panthers vs Knights,2019
72,29:31,Penalty - Obstruction,Herman Ese'ese,Knights,,,,Panthers vs Knights,2019
73,28:50,Line Dropout,James Maloney,Panthers,,,,Panthers vs Knights,2019
74,27:02,Penalty - Offside Downtown,Wayde Egan,Panthers,,,,Panthers vs Knights,2019
75,25:55,Interchange #3,,Knights,                   Herman Ese'ese,                   Daniel Saifiti,,Panthers vs Knights,2019
76,25:45,Conversion-Made,Nathan Cleary,Panthers,,,6-4,Panthers vs Knights,2019
77,24:27,Try,Nathan Cleary,Panthers,,,4-4,Panthers vs Knights,2019
78,24:24,Linebreak,Nathan Cleary,Panthers,,,,Panthers vs Knights,2019
79,23:59,Line Dropout,Mitchell Pearce,Knights,,,,Panthers vs Knights,2019
80,23:53,Interchange #2,,Knights,                   Aidan Guerra,                   Josh King,,Panthers vs Knights,2019
81,22:19,Error,Connor Watson,Knights,,,,Panthers vs Knights,2019
82,22:04,Conversion-Missed,Mason Lino,Knights,,,,Panthers vs Knights,2019
83,20:33,Try,Starford Toa,Knights,,,0-4,Panthers vs Knights,2019
84,20:22,Error,Dylan Edwards,Panthers,,,,Panthers vs Knights,2019
85,19:28,Error,Mitchell Pearce,Knights,,,,Panthers vs Knights,2019
86,18:19,Interchange #1,,Panthers,                   Reagan Campbell-Gillard,                   Moses Leota,,Panthers vs Knights,2019
87,17:55,Kick Bomb,Mitchell Pearce,Knights,,,,Panthers vs Knights,2019
88,16:10,Kick Bomb,Mason Lino,Knights,,,,Panthers vs Knights,2019
89,14:55,Interchange #1,,Knights,                   Kurt Mann,                   Sione Mata'utia,,Panthers vs Knights,2019
90,14:53,Penalty - Verbal Dissent,James Maloney,Panthers,,,,Panthers vs Knights,2019
91,14:44,Error,Wayde Egan,Panthers,,,,Panthers vs Knights,2019
92,13:30,Penalty - Lying in the Ruck,Josh King,Knights,,,,Panthers vs Knights,2019
93,12:35,Penalty - Offside inside 10m,Mitchell Pearce,Knights,,,,Panthers vs Knights,2019
94,09:37,Error,Starford Toa,Knights,,,,Panthers vs Knights,2019
95,07:36,Penalty - Offside inside 10m,Nathan Cleary,Panthers,,,,Panthers vs Knights,2019
96,06:52,Error,Dylan Edwards,Panthers,,,,Panthers vs Knights,2019
97,05:45,Penalty - Slow Peel,Dean Whare,Panthers,,,,Panthers vs Knights,2019
98,05:12,Line Dropout,James Maloney,Panthers,,,,Panthers vs Knights,2019
99,04:00,Linebreak,Daniel Saifiti,Knights,,,,Panthers vs Knights,2019
100,03:12,Error,Dylan Edwards,Panthers,,,,Panthers vs Knights,2019
101,02:02,Penalty - Working on the Ground,Mason Lino,Knights,,,,Panthers vs Knights,2019
102,00:00,KICK OFF,,,,,,Panthers vs Knights,2019
