,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
33,47:07,Linebreak,Jeremy Marshall-King,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
34,45:51,Penalty - Dangerous Tackle,Luke Garner,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
35,45:09,Error,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
36,44:33,Penalty - Offside General,Danny Fualalo,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
37,44:31,Error,Jeremy Marshall-King,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
38,43:57,Conversion-Made,Nick Meaney,Bulldogs,,,6-8,Bulldogs vs Wests Tigers,2019
39,42:32,Try,Josh Jackson,Bulldogs,,,4-8,Bulldogs vs Wests Tigers,2019
40,42:29,Linebreak,Josh Jackson,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
41,41:42,Penalty - Slow Peel,Benji Marshall,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
42,40:52,Kick Bomb,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
43,40:00,Error,Michael Chee-Kam,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
44,38:17,Error,Benji Marshall,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
45,37:31,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
46,36:21,Error,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
47,36:05,Error,Nick Meaney,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
48,35:12,Kick Bomb,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
49,34:12,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
50,33:12,Tigers Interchange - Sin Bin Return,Luke Garner,Wests,,,,Bulldogs vs Wests Tigers,2019
51,33:07,Penalty - Dangerous Tackle,Esan Marsters,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
52,31:35,Penalty - Offside inside 10m,Corey Harawira-Naera,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
53,30:49,Penalty Shot-Made,Paul Momirovski,Wests Tigers,,,0-8,Bulldogs vs Wests Tigers,2019
54,30:21,Interchange #3,,Bulldogs,                   Renouf Toomaga,                   Dylan Napa,,Bulldogs vs Wests Tigers,2019
55,29:29,Penalty - Ball Strip,Danny Fualalo,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
56,28:31,Error,Will Hopoate,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
57,28:22,Interchange #2,,Bulldogs,                   Jeremy Marshall-King,                   Michael Lichaa,,Bulldogs vs Wests Tigers,2019
58,28:15,Error,Chris Lawrence,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
59,27:44,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
60,26:25,Penalty - Hand in the Ruck,Dylan Napa,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
61,23:54,Error,Aiden Tolman,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
62,23:05,Tigers Interchange #3,,Wests,                   Alex Twal,                   Thomas Mikaele,,Bulldogs vs Wests Tigers,2019
63,23:05,Tigers Interchange #2,,Wests,                   Elijah Taylor,                   Robbie Farah,,Bulldogs vs Wests Tigers,2019
64,23:05,Sin Bin,Luke Garner,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
65,22:58,Penalty - Late Tackle,Luke Garner,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
66,22:10,Interchange #1,,Bulldogs,                   Danny Fualalo,                   Chris Smith,,Bulldogs vs Wests Tigers,2019
67,21:29,Error,Robbie Farah,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
68,20:38,Penalty Shot-Missed,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
69,19:08,Penalty - Offside inside 10m,Jack Cogger,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
70,18:20,Error,Dallin Watene-Zelezniak,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
71,17:22,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
72,13:18,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
73,12:30,Kick Bomb,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
74,11:15,Error,Nick Meaney,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
75,09:49,Penalty - Hand in the Ruck,Esan Marsters,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
76,08:28,Conversion-Made,Paul Momirovski,Wests Tigers,,,0-6,Bulldogs vs Wests Tigers,2019
77,08:21,Tigers Interchange #1,,Wests,                   Chris Lawrence,                   Moses Mbye,,Bulldogs vs Wests Tigers,2019
78,07:20,Video Referee,Try,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
79,07:14,Try,Paul Momirovski,Wests Tigers,,,0-4,Bulldogs vs Wests Tigers,2019
80,07:13,Linebreak,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
81,06:54,Linebreak,Ryan Matterson,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
82,04:17,Error,David Nofoaluma,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
83,03:51,Penalty - Ball Strip,Oliver Clark,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
84,03:28,Error,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
85,03:25,Kick Bomb,Benji Marshall,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
86,01:40,Kick Bomb,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
87,00:00,KICK OFF,,,,,,Bulldogs vs Wests Tigers,2019
