,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Bulldogs vs Wests Tigers,2019
1,79:38,Conversion-Missed,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
2,78:22,Try,Luke Garner,Wests Tigers,,,18-16,Bulldogs vs Wests Tigers,2019
3,78:20,Linebreak,Luke Garner,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
4,77:00,Sin Bin,Chris Smith,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
5,76:45,Penalty - Late Tackle,Chris Smith,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
6,75:46,Interchange #8,,Bulldogs,                   Aiden Tolman,                   Raymond Faitala-Mariner,,Bulldogs vs Wests Tigers,2019
7,74:38,Kick Bomb,Benji Marshall,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
8,73:38,Conversion-Missed,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
9,72:40,Try,Paul Momirovski,Wests Tigers,,,18-12,Bulldogs vs Wests Tigers,2019
10,72:40,Linebreak,Paul Momirovski,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
11,71:45,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
12,71:26,Tigers Interchange #7,,Wests,                   Ryan Matterson,                   Oliver Clark,,Bulldogs vs Wests Tigers,2019
13,71:13,Interchange #7,,Bulldogs,                   Michael Lichaa,                   Jeremy Marshall-King,,Bulldogs vs Wests Tigers,2019
14,68:01,Error,Kerrod Holland,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
15,67:36,Tigers Interchange #6,,Wests,                   Oliver Clark,                   Ryan Matterson,,Bulldogs vs Wests Tigers,2019
16,67:20,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
17,63:59,Kick Bomb,Luke Brooks,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
18,61:37,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
19,61:23,Interchange #6,,Bulldogs,                   Chris Smith,                   Aiden Tolman,,Bulldogs vs Wests Tigers,2019
20,60:09,Line Dropout,Lachlan Lewis,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
21,58:40,Tigers Interchange #5,,Wests,                   Thomas Mikaele,                   Alex Twal,,Bulldogs vs Wests Tigers,2019
22,58:34,On Report,Raymond Faitala-Mariner,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
23,58:06,Penalty - Dangerous Tackle,Raymond Faitala-Mariner,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
24,57:01,Interchange #5,,Bulldogs,                   Raymond Faitala-Mariner,                   Danny Fualalo,,Bulldogs vs Wests Tigers,2019
25,55:17,Conversion-Made,Nick Meaney,Bulldogs,,,18-8,Bulldogs vs Wests Tigers,2019
26,53:51,Try,Nick Meaney,Bulldogs,,,16-8,Bulldogs vs Wests Tigers,2019
27,53:40,Error,Benji Marshall,Wests Tigers,,,,Bulldogs vs Wests Tigers,2019
28,52:12,Error,Dylan Napa,Bulldogs,,,,Bulldogs vs Wests Tigers,2019
29,50:34,Interchange #4,,Bulldogs,                   Dylan Napa,                   Renouf Toomaga,,Bulldogs vs Wests Tigers,2019
30,48:32,Conversion-Made,Nick Meaney,Bulldogs,,,12-8,Bulldogs vs Wests Tigers,2019
31,48:31,Tigers Interchange #4,,Wests,                   Matthew Eisenhuth,                   Oliver Clark,,Bulldogs vs Wests Tigers,2019
32,47:07,Try,Jeremy Marshall-King,Bulldogs,,,10-8,Bulldogs vs Wests Tigers,2019
