,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,25:48,174,"1,591",571,2,24,43,188,3.36s,5,381,199,21,23,740,1,80%,7,3,85.5%,359,40,0,21,8,8,7,2,84%,31/37,Roosters vs Broncos,Roosters,2017
1,54%,30:17,206,"1,836",621,5,40,43.7,204,3.49s,14,466,264,46,25,634,1,91%,4,8,91.4%,352,24,1,9,8,4,8,0,83%,35/42,Roosters vs Broncos,Broncos,2017
