,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,25:45,169,"1,611",518,3,31,43.6,102,3.26s,5,390,210,12,17,391,0,67%,6,4,92.9%,367,21,1,7,4,11,8,84%,31/37,Dragons vs Cowboys,Dragons,2016
1,54%,30:14,185,"1,725",495,2,21,40.1,204,3.22s,4,467,268,22,26,513,6,91%,7,8,89.3%,343,31,0,10,6,8,7,91%,39/43,Dragons vs Cowboys,Cowboys,2016
