,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,25:05,152,"1,579",525,4,15,41.6,256,5,365,205,3,19,410,1,95%,4,4,91.5%,377,25,0,10,7,79%,30/38,Rabbitohs vs Cowboys,Rabbitohs,2014
1,53%,28:18,171,"1,736",633,5,25,44.5,240,4,417,233,18,24,675,4,93%,4,5,93.2%,330,15,1,9,9,85%,33/39,Rabbitohs vs Cowboys,Cowboys,2014
