,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Warriors vs Rabbitohs,2019
1,80:00,Drop Goal-Made,Adam Reynolds,Rabbitohs,,,10-31,Warriors vs Rabbitohs,2019
2,79:55,Line Dropout,Issac Luke,Warriors,,,,Warriors vs Rabbitohs,2019
3,78:48,Linebreak,Campbell Graham,Rabbitohs,,,,Warriors vs Rabbitohs,2019
4,78:05,Error,Ligi Sao,Warriors,,,,Warriors vs Rabbitohs,2019
5,77:07,Error,Adam Reynolds,Rabbitohs,,,,Warriors vs Rabbitohs,2019
6,75:30,Error,Ligi Sao,Warriors,,,,Warriors vs Rabbitohs,2019
7,75:10,Interchange #8,,Warriors,                   Leeson Ah Mau,                   Agnatius Paasi,,Warriors vs Rabbitohs,2019
8,73:28,Error,Blake Green,Warriors,,,,Warriors vs Rabbitohs,2019
9,72:45,Penalty - Offside inside 10m,Damien Cook,Rabbitohs,,,,Warriors vs Rabbitohs,2019
10,72:33,Error,Liam Knight,Rabbitohs,,,,Warriors vs Rabbitohs,2019
11,72:25,Interchange #8,,Rabbitohs,                   Jaydn Su'A,                   John Sutton,,Warriors vs Rabbitohs,2019
12,72:25,Interchange #7,,Warriors,                   Ligi Sao,                   Jazz Tevaga,,Warriors vs Rabbitohs,2019
13,72:19,Conversion-Made,Adam Reynolds,Rabbitohs,,,10-30,Warriors vs Rabbitohs,2019
14,70:48,Try,Dane Gagai,Rabbitohs,,,10-28,Warriors vs Rabbitohs,2019
15,70:48,Linebreak,Dane Gagai,Rabbitohs,,,,Warriors vs Rabbitohs,2019
16,70:25,Linebreak,Campbell Graham,Rabbitohs,,,,Warriors vs Rabbitohs,2019
17,68:30,Penalties - Other,Cody Walker,Rabbitohs,,,,Warriors vs Rabbitohs,2019
18,68:23,Interchange #6,,Warriors,                   Lachlan Burr,                   Leeson Ah Mau,,Warriors vs Rabbitohs,2019
19,68:07,Penalty - Obstruction,John Sutton,Rabbitohs,,,,Warriors vs Rabbitohs,2019
20,65:20,Penalty - Offside inside 10m,Adam Blair,Warriors,,,,Warriors vs Rabbitohs,2019
21,64:20,Penalty - Slow Peel,Issac Luke,Warriors,,,,Warriors vs Rabbitohs,2019
22,63:21,Penalty - Dangerous Tackle,Leeson Ah Mau,Warriors,,,,Warriors vs Rabbitohs,2019
23,61:34,Penalty - Dangerous Tackle,Dane Gagai,Rabbitohs,,,,Warriors vs Rabbitohs,2019
24,60:31,Kick Bomb,Blake Green,Warriors,,,,Warriors vs Rabbitohs,2019
25,58:37,Conversion-Made,Adam Reynolds,Rabbitohs,,,10-24,Warriors vs Rabbitohs,2019
26,57:47,Interchange #5,,Warriors,                   Agnatius Paasi,                   Sam Lisone,,Warriors vs Rabbitohs,2019
