,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,61%,32:25,187,"1,832",721,4,31,42.6,229,14,451,236,10,27,680,5,89%,5,5,87.5%,287,25,2,16,7,1,79%,34/43,Cowboys vs Sharks,Cowboys,2013
1,39%,20:44,147,"1,466",559,2,25,41.9,144,10,357,193,8,13,406,0,86%,5,2,89.2%,380,31,2,15,7,0,63%,22/35,Cowboys vs Sharks,Sharks,2013
