,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,82:00,FULL TIME,,,,,,Broncos vs Eels,2019
1,81:04,Drop Goal-Made,Jamayne Isaako,Broncos,,,17-16,Broncos vs Eels,2019
2,80:55,Linebreak,David Fifita,Broncos,,,,Broncos vs Eels,2019
3,80:01,Interchange #8,,Eels,                   Shaun Lane,                   Kane Evans,,Broncos vs Eels,2019
4,79:18,Drop Goal-Missed,Jamayne Isaako,Broncos,,,,Broncos vs Eels,2019
5,77:26,Conversion-Made,Mitchell Moses,Eels,,,16-16,Broncos vs Eels,2019
6,76:49,Video Referee,Try,Eels,,,,Broncos vs Eels,2019
7,76:46,Try,Kane Evans,Eels,,,16-14,Broncos vs Eels,2019
8,76:45,Linebreak,Kane Evans,Eels,,,,Broncos vs Eels,2019
9,75:25,Error,Anthony Milford,Broncos,,,,Broncos vs Eels,2019
10,74:29,Interchange #7,,Eels,                   Kane Evans,                   Daniel Alvaro,,Broncos vs Eels,2019
11,74:12,Penalty - Leg Pull,Sean O'Sullivan,Broncos,,,,Broncos vs Eels,2019
12,73:14,Error,Blake Ferguson,Eels,,,,Broncos vs Eels,2019
13,73:11,Kick Bomb,Mitchell Moses,Eels,,,,Broncos vs Eels,2019
14,72:34,Interchange #6,,Eels,                   Marata Niukore,                   Shaun Lane,,Broncos vs Eels,2019
15,71:46,Interchange #8,,Broncos,                   Andrew McCullough,                   Patrick Carrigan,,Broncos vs Eels,2019
16,70:36,Error,Junior Paulo,Eels,,,,Broncos vs Eels,2019
17,69:54,Error,Matthew Lodge,Broncos,,,,Broncos vs Eels,2019
18,69:13,Line Dropout,Jamayne Isaako,Broncos,,,,Broncos vs Eels,2019
19,68:46,Interchange #7,,Broncos,                   Matthew Lodge,                   Thomas Flegler,,Broncos vs Eels,2019
20,67:19,Conversion-Missed,Mitchell Moses,Eels,,,,Broncos vs Eels,2019
21,66:30,Video Referee,Try,Eels,,,,Broncos vs Eels,2019
22,66:20,Try,Blake Ferguson,Eels,,,16-10,Broncos vs Eels,2019
23,66:19,Linebreak,Blake Ferguson,Eels,,,,Broncos vs Eels,2019
24,64:14,Error,Kotoni Staggs,Broncos,,,,Broncos vs Eels,2019
25,62:35,Error,Blake Ferguson,Eels,,,,Broncos vs Eels,2019
26,62:25,Interchange #6,,Broncos,                   Thomas Flegler,                   Matthew Lodge,,Broncos vs Eels,2019
27,60:14,Interchange #5,,Eels,                   Daniel Alvaro,                   Kane Evans,,Broncos vs Eels,2019
28,58:44,Penalties - Other,Kane Evans,Eels,,,,Broncos vs Eels,2019
29,57:50,Error,Clinton Gutherson,Eels,,,,Broncos vs Eels,2019
30,57:03,Interchange #5,,Broncos,                   Patrick Carrigan,                   Andrew McCullough,,Broncos vs Eels,2019
31,57:03,Interchange - Sin Bin Return,Andrew McCullough,Broncos,,,,Broncos vs Eels,2019
32,56:12,Error,Matthew Lodge,Broncos,,,,Broncos vs Eels,2019
33,54:55,Error,Dylan Brown,Eels,,,,Broncos vs Eels,2019
34,54:05,Interchange #4,,Eels,                   Brad Takairangi,                   Marata Niukore,,Broncos vs Eels,2019
35,53:41,Error,David Fifita,Broncos,,,,Broncos vs Eels,2019
36,52:02,Penalty - Dangerous Tackle,Marata Niukore,Eels,,,,Broncos vs Eels,2019
37,49:52,Error,Matt Gillett,Broncos,,,,Broncos vs Eels,2019
38,49:49,Error,Michael Jennings,Eels,,,,Broncos vs Eels,2019
39,48:55,Interchange #4,,Broncos,                   James Segeyaro,                   Thomas Flegler,,Broncos vs Eels,2019
40,48:04,Error,Shaun Lane,Eels,,,,Broncos vs Eels,2019
41,47:37,Penalty - Ball Strip,Anthony Milford,Broncos,,,,Broncos vs Eels,2019
42,47:06,Interchange #3,,Eels,                   Junior Paulo,                   David Gower,,Broncos vs Eels,2019
43,47:02,Sin Bin,Andrew McCullough,Broncos,,,,Broncos vs Eels,2019
44,46:56,Penalty - Professional Foul,Andrew McCullough,Broncos,,,,Broncos vs Eels,2019
45,46:48,Linebreak,Maika Sivo,Eels,,,,Broncos vs Eels,2019
46,46:22,Interchange #3,,Broncos,                   Matthew Lodge,                   Rhys Kennedy,,Broncos vs Eels,2019
47,45:04,Linebreak,Clinton Gutherson,Eels,,,,Broncos vs Eels,2019
48,43:54,Conversion-Made,Jamayne Isaako,Broncos,,,16-6,Broncos vs Eels,2019
49,42:26,Try,Darius Boyd,Broncos,,,14-6,Broncos vs Eels,2019
50,41:13,Penalty - Offside inside 10m,Waqa Blake,Eels,,,,Broncos vs Eels,2019
51,40:01,Interchange - HIA Cleared,,Eels,                   Marata Niukore,                   Peni Terepo,,Broncos vs Eels,2019
52,40:00,Penalty Shot-Made,Jamayne Isaako,Broncos,,,10-6,Broncos vs Eels,2019
53,38:47,Penalty - Slow Peel,Peni Terepo,Eels,,,,Broncos vs Eels,2019
54,37:53,Error,Clinton Gutherson,Eels,,,,Broncos vs Eels,2019
55,36:17,Kick Bomb,Sean O'Sullivan,Broncos,,,,Broncos vs Eels,2019
56,33:49,Error,Jamayne Isaako,Broncos,,,,Broncos vs Eels,2019
57,32:35,Penalty - Obstruction,Peni Terepo,Eels,,,,Broncos vs Eels,2019
58,32:06,Interchange #2,,Eels,                   Kane Evans,                   Daniel Alvaro,,Broncos vs Eels,2019
59,30:50,Conversion-Made,Jamayne Isaako,Broncos,,,8-6,Broncos vs Eels,2019
60,29:18,Try,David Fifita,Broncos,,,6-6,Broncos vs Eels,2019
61,29:18,Linebreak,David Fifita,Broncos,,,,Broncos vs Eels,2019
62,29:06,Linebreak,Darius Boyd,Broncos,,,,Broncos vs Eels,2019
63,28:18,Interchange #2,,Broncos,                   Thomas Flegler,                   Matthew Lodge,,Broncos vs Eels,2019
64,28:02,Error,Clinton Gutherson,Eels,,,,Broncos vs Eels,2019
65,26:53,Error,Anthony Milford,Broncos,,,,Broncos vs Eels,2019
66,26:11,Interchange #1,,Eels,                   Peni Terepo,                   Junior Paulo,,Broncos vs Eels,2019
67,26:11,Interchange - HIA,,Eels,                   David Gower,                   Marata Niukore,,Broncos vs Eels,2019
68,25:53,Penalty - Offside inside 10m,Shaun Lane,Eels,,,,Broncos vs Eels,2019
69,25:48,Interchange #1,,Broncos,                   Rhys Kennedy,                   Patrick Carrigan,,Broncos vs Eels,2019
70,24:40,Conversion-Missed,Mitchell Moses,Eels,,,,Broncos vs Eels,2019
71,23:07,Try,Maika Sivo,Eels,,,2-6,Broncos vs Eels,2019
72,23:05,Linebreak,Maika Sivo,Eels,,,,Broncos vs Eels,2019
73,21:50,Error,Sean O'Sullivan,Broncos,,,,Broncos vs Eels,2019
74,18:46,Penalty Shot-Made,Mitchell Moses,Eels,,,2-2,Broncos vs Eels,2019
75,17:44,Interchange - HIA Cleared,,Eels,                   Daniel Alvaro,                   Kane Evans,,Broncos vs Eels,2019
76,17:31,Penalty - Marker Not Square,Andrew McCullough,Broncos,,,,Broncos vs Eels,2019
77,15:56,Error,Corey Oates,Broncos,,,,Broncos vs Eels,2019
78,15:50,Kick Bomb,Mitchell Moses,Eels,,,,Broncos vs Eels,2019
79,11:47,Error,Reed Mahoney,Eels,,,,Broncos vs Eels,2019
80,10:29,Penalties - Other,Kotoni Staggs,Broncos,,,,Broncos vs Eels,2019
81,06:19,Penalty Shot-Made,Jamayne Isaako,Broncos,,,2-0,Broncos vs Eels,2019
82,04:54,Penalty - Offside General,Dylan Brown,Eels,,,,Broncos vs Eels,2019
83,04:51,Error,Maika Sivo,Eels,,,,Broncos vs Eels,2019
84,04:46,Kick Bomb,Anthony Milford,Broncos,,,,Broncos vs Eels,2019
85,03:11,Interchange - HIA,,Eels,                   Marata Niukore,                   Daniel Alvaro,,Broncos vs Eels,2019
86,00:00,KICK OFF,,,,,,Broncos vs Eels,2019
