,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,28:28,183,"1,651",364,5,35,47.2,189,3.51s,8,435,250,20,20,511,3,57%,6,7,81.3%,292,39,28,7,6,8,0,77%,27/35,Rabbitohs vs Warriors,Rabbitohs,2019
1,46%,24:14,148,"1,504",347,7,39,45.6,157,3.5s,15,339,174,6,15,358,1,65%,6,4,88.3%,354,35,12,11,3,7,2,67%,22/33,Rabbitohs vs Warriors,Warriors,2019
