,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Raiders vs Warriors,2015
1,77:37,Penalty - Holding Down,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
2,76:58,Drop Goal-Missed,Shaun Johnson,Warriors,,,,Raiders vs Warriors,2015
3,71:44,Kick Bomb,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
4,68:56,Interchange - Sin Bin Return,Jacob Lillyman,Warriors,,,,Raiders vs Warriors,2015
5,67:40,On Report,Luke Bateman,Raiders,,,,Raiders vs Warriors,2015
6,67:26,Penalty - Dangerous Tackle,Luke Bateman,Raiders,,,,Raiders vs Warriors,2015
7,66:06,Kick Bomb,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
8,64:52,Interchange - Sin Bin Return,Edrick Lee,Raiders,,,,Raiders vs Warriors,2015
9,61:58,Interchange - Sin Bin Return,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2015
10,61:08,Line Dropout,Sam Tomkins,Warriors,,,,Raiders vs Warriors,2015
11,59:28,Linebreak,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
12,53:14,Penalty - Professional Foul,Bodene Thompson,Warriors,,,,Raiders vs Warriors,2015
13,53:09,Kick Bomb,Shaun Johnson,Warriors,,,,Raiders vs Warriors,2015
14,52:16,On Report,Jeremy Hawkins,Raiders,,,,Raiders vs Warriors,2015
15,50:50,Penalty - Dangerous Tackle,Jeremy Hawkins,Raiders,,,,Raiders vs Warriors,2015
16,47:50,Penalty - Offside General,Sam Tomkins,Warriors,,,,Raiders vs Warriors,2015
17,45:17,Conversion-Made,Shaun Johnson,Warriors,,,6-18,Raiders vs Warriors,2015
18,44:01,Try,Ryan Hoffman,Warriors,,,6-16,Raiders vs Warriors,2015
19,43:55,Kick Bomb,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
20,42:42,Conversion-Made,Shaun Johnson,Warriors,,,6-12,Raiders vs Warriors,2015
21,41:18,Try,Solomone Kata,Warriors,,,6-10,Raiders vs Warriors,2015
22,41:18,Linebreak,Solomone Kata,Warriors,,,,Raiders vs Warriors,2015
23,40:42,Line Dropout,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
24,40:06,Interchange - Sin Bin Return,Paul Vaughan,Raiders,,,,Raiders vs Warriors,2015
25,35:17,Conversion-Made,Jarrod Croker,Raiders,,,6-6,Raiders vs Warriors,2015
26,33:33,Try,Sisa Waqa,Raiders,,,4-6,Raiders vs Warriors,2015
27,32:01,Penalty - 2nd Effort,Solomone Kata,Warriors,,,,Raiders vs Warriors,2015
28,31:03,Interchange - Sin Bin Return,Bodene Thompson,Warriors,,,,Raiders vs Warriors,2015
29,30:15,Kick Bomb,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
30,27:38,Conversion-Made,Shaun Johnson,Warriors,,,0-6,Raiders vs Warriors,2015
31,26:07,Try,Manu Vatuvei,Warriors,,,0-4,Raiders vs Warriors,2015
32,26:06,Linebreak,Manu Vatuvei,Warriors,,,,Raiders vs Warriors,2015
33,23:42,Penalty - Leg Pull,Jarrad Kennedy,Raiders,,,,Raiders vs Warriors,2015
34,23:36,Linebreak,Sam Tomkins,Warriors,,,,Raiders vs Warriors,2015
35,20:35,On Report,Simon Mannering,Warriors,,,,Raiders vs Warriors,2015
36,20:28,Penalty - Dangerous Tackle,Simon Mannering,Warriors,,,,Raiders vs Warriors,2015
37,19:22,Linebreak,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
38,18:26,Penalty - 2nd Effort,Jonathan Wright,Warriors,,,,Raiders vs Warriors,2015
39,16:39,Penalty - Holding Down,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2015
40,16:21,Interchange - Sin Bin Return,Sisa Waqa,Raiders,,,,Raiders vs Warriors,2015
41,16:17,Kick Bomb,Shaun Johnson,Warriors,,,,Raiders vs Warriors,2015
42,15:23,Kick Bomb,Mitchell Cornish,Raiders,,,,Raiders vs Warriors,2015
43,14:32,Kick Bomb,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
44,11:45,Linebreak,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
45,02:59,Line Dropout,Blake Austin,Raiders,,,,Raiders vs Warriors,2015
46,02:22,Kick Bomb,Chad Townsend,Warriors,,,,Raiders vs Warriors,2015
47,00:00,KICK OFF,,,,,,Raiders vs Warriors,2015
