,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,29:16,201,"1,544",334,2,39,32.2,131,3.36s,22,454,245,25,24,660,3,56%,7,10,84.7%,300,33,21,12,5,7,77%,37/48,Sharks vs Sea Eagles,Sharks,2019
1,49%,28:08,162,"1,465",369,3,33,39.6,210,3.57s,14,384,197,12,26,561,1,79%,10,8,81.5%,312,39,32,8,11,7,84%,31/37,Sharks vs Sea Eagles,Sea Eagles,2019
