,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,29:12,190,"1,766",555,6,38,41.1,201,3.44s,11,417,226,29,24,583,4,90%,0,13,90.1%,320,18,17,8,4,8,1,88%,38/43,Storm vs Cowboys,Storm,2019
1,46%,24:53,164,"1,430",408,5,18,40.9,148,3.42s,13,375,205,19,19,514,1,90%,3,7,85.3%,318,38,17,7,10,7,1,80%,28/35,Storm vs Cowboys,Cowboys,2019
