,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Storm vs Cowboys,2019
1,79:58,Conversion-Made,Kyle Feldt,Cowboys,,,24-16,Storm vs Cowboys,2019
2,79:33,Interchange - HIA Cleared,,Storm,                   Kenneath Bromwich,                   Felise Kaufusi,,Storm vs Cowboys,2019
3,79:25,Try,Gavin Cooper,Cowboys,,,24-14,Storm vs Cowboys,2019
4,79:18,Linebreak,Shane Wright,Cowboys,,,,Storm vs Cowboys,2019
5,77:15,Error,Kyle Feldt,Cowboys,,,,Storm vs Cowboys,2019
6,76:11,Line Dropout,Ryan Papenhuyzen,Storm,,,,Storm vs Cowboys,2019
7,75:51,Interchange #8,,Storm,                   Tui Kamikamica,                   Jesse Bromwich,,Storm vs Cowboys,2019
8,75:00,Penalty - Slow Peel,Dale Finucane,Storm,,,,Storm vs Cowboys,2019
9,74:18,Error,Jahrome Hughes,Storm,,,,Storm vs Cowboys,2019
10,73:47,Interchange #7,,Storm,                   Harry Grant,                   Cameron Smith,,Storm vs Cowboys,2019
11,73:42,Conversion-Made,Cameron Smith,Storm,,,24-10,Storm vs Cowboys,2019
12,72:12,Try,Max King,Storm,,,22-10,Storm vs Cowboys,2019
13,72:12,Linebreak,Max King,Storm,,,,Storm vs Cowboys,2019
14,70:55,Penalty - Dangerous Tackle,John Asiata,Cowboys,,,,Storm vs Cowboys,2019
15,70:05,Penalty - Scrum Infringement,Jason Taumalolo,Cowboys,,,,Storm vs Cowboys,2019
16,69:09,Error,Scott Drinkwater,Cowboys,,,,Storm vs Cowboys,2019
17,67:28,Error,Scott Drinkwater,Cowboys,,,,Storm vs Cowboys,2019
18,66:43,Interchange - HIA,,Storm,                   Max King,                   Kenneath Bromwich,,Storm vs Cowboys,2019
19,66:09,Error,Justin Olam,Storm,,,,Storm vs Cowboys,2019
20,65:09,Conversion-Made,Kyle Feldt,Cowboys,,,18-10,Storm vs Cowboys,2019
21,63:38,Try,Kyle Feldt,Cowboys,,,18-8,Storm vs Cowboys,2019
22,63:38,Linebreak,Kyle Feldt,Cowboys,,,,Storm vs Cowboys,2019
23,63:13,Error,Will Chambers,Storm,,,,Storm vs Cowboys,2019
24,62:27,Linebreak,Kyle Feldt,Cowboys,,,,Storm vs Cowboys,2019
25,62:23,Penalty - Holding Down,Cameron Smith,Storm,,,,Storm vs Cowboys,2019
26,61:02,Interchange #6,,Storm,                   Jesse Bromwich,                   Tui Kamikamica,,Storm vs Cowboys,2019
27,60:53,Kick Bomb,John Asiata,Cowboys,,,,Storm vs Cowboys,2019
28,60:28,Interchange #7,,Cowboys,                   Jordan McLean,                   Josh McGuire,,Storm vs Cowboys,2019
29,58:29,Penalty - Dangerous Tackle,Jake Granville,Cowboys,,,,Storm vs Cowboys,2019
30,58:12,Interchange #5,,Storm,                   Dale Finucane,                   Max King,,Storm vs Cowboys,2019
31,57:20,Error,Scott Drinkwater,Cowboys,,,,Storm vs Cowboys,2019
32,56:36,Error,Kenneath Bromwich,Storm,,,,Storm vs Cowboys,2019
33,56:33,Line Dropout,Michael Morgan,Cowboys,,,,Storm vs Cowboys,2019
34,56:06,Interchange #6,,Cowboys,                   Jason Taumalolo,                   Francis Molo,,Storm vs Cowboys,2019
35,53:26,Interchange #4,,Storm,                   Joe Stimson,                   Nelson Asofa-Solomona,,Storm vs Cowboys,2019
