,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Sharks vs Broncos,2015
1,77:29,Kick Bomb,Jeff Robson,Sharks,,,,Sharks vs Broncos,2015
2,73:08,Penalty - Early Tackle,Justin Hodges,Broncos,,,,Sharks vs Broncos,2015
3,72:54,Interchange - Sin Bin Return,Anthony Milford,Broncos,,,,Sharks vs Broncos,2015
4,72:00,Kick Bomb,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
5,70:12,Linebreak,Jayson Bukuya,Sharks,,,,Sharks vs Broncos,2015
6,69:48,Line Dropout,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
7,68:08,Line Dropout,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
8,66:05,Penalty - Leg Pull,Andrew McCullough,Broncos,,,,Sharks vs Broncos,2015
9,65:16,Kick Bomb,Andrew McCullough,Broncos,,,,Sharks vs Broncos,2015
10,64:13,Interchange - Sin Bin Return,Andrew Fifita,Sharks,,,,Sharks vs Broncos,2015
11,62:16,Conversion-Missed,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
12,60:57,Video Referee,Try,Broncos,,,,Sharks vs Broncos,2015
13,60:57,Try,Lachlan Maranta,Broncos,,,2-10,Sharks vs Broncos,2015
14,58:43,Penalty - Offside Downtown,Joe Ofahengaue,Broncos,,,,Sharks vs Broncos,2015
15,58:36,Kick Bomb,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
16,57:50,Kick Bomb,Ben Barba,Sharks,,,,Sharks vs Broncos,2015
17,56:14,Penalty - Hand in the Ruck,Andrew Fifita,Sharks,,,,Sharks vs Broncos,2015
18,54:40,Penalty - Crowding,Joe Ofahengaue,Broncos,,,,Sharks vs Broncos,2015
19,54:21,Penalty - Ball Strip,Josh McGuire,Broncos,,,,Sharks vs Broncos,2015
20,52:54,Kick Bomb,Jeff Robson,Sharks,,,,Sharks vs Broncos,2015
21,51:43,Kick Bomb,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
22,46:49,Conversion-Made,Corey Parker,Broncos,,,2-6,Sharks vs Broncos,2015
23,45:42,Video Referee,Try,Broncos,,,,Sharks vs Broncos,2015
24,45:42,Try,Corey Oates,Broncos,,,2-4,Sharks vs Broncos,2015
25,45:42,Linebreak,Corey Oates,Broncos,,,,Sharks vs Broncos,2015
26,44:17,Penalty - Crowding,Paul Gallen,Sharks,,,,Sharks vs Broncos,2015
27,38:30,Penalty Shot-Made,Michael Gordon,Sharks,,,2-0,Sharks vs Broncos,2015
28,36:57,Penalty - Dangerous Tackle,Jarrod Wallace,Broncos,,,,Sharks vs Broncos,2015
29,34:26,Line Dropout,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
30,31:56,Penalty - Obstruction,Alex Glenn,Broncos,,,,Sharks vs Broncos,2015
31,30:02,Penalty - Ball Strip,Anthony Tupou,Sharks,,,,Sharks vs Broncos,2015
32,27:58,Linebreak,Ricky Leutele,Sharks,,,,Sharks vs Broncos,2015
33,26:49,Penalty - Slow Peel,Jarrod Wallace,Broncos,,,,Sharks vs Broncos,2015
34,25:18,Penalty - Hand in the Ruck,Michael Ennis,Sharks,,,,Sharks vs Broncos,2015
35,24:52,Line Dropout,Valentine Holmes,Sharks,,,,Sharks vs Broncos,2015
36,24:06,Kick Bomb,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
37,21:57,Interchange - Sin Bin Return,Anthony Milford,Broncos,,,,Sharks vs Broncos,2015
38,20:46,Penalty - Dangerous Tackle,Chris Heighington,Sharks,,,,Sharks vs Broncos,2015
39,19:32,Penalty - Slow Peel,Matt Gillett,Broncos,,,,Sharks vs Broncos,2015
40,18:22,Kick Bomb,Jack Reed,Broncos,,,,Sharks vs Broncos,2015
41,18:14,Kick Bomb,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
42,16:10,Interchange - Sin Bin Return,Corey Oates,Broncos,,,,Sharks vs Broncos,2015
43,12:11,Penalty - Offside Downtown,Andrew Fifita,Sharks,,,,Sharks vs Broncos,2015
44,10:47,Penalty - Dangerous Tackle,Justin Hodges,Broncos,,,,Sharks vs Broncos,2015
45,09:30,Penalty - 2nd Effort,Andrew McCullough,Broncos,,,,Sharks vs Broncos,2015
46,09:09,Line Dropout,Ben Hunt,Broncos,,,,Sharks vs Broncos,2015
47,04:34,Kick Bomb,Jeff Robson,Sharks,,,,Sharks vs Broncos,2015
48,00:49,Kick Bomb,Jeff Robson,Sharks,,,,Sharks vs Broncos,2015
49,00:00,KICK OFF,,,,,,Sharks vs Broncos,2015
