,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:03,175,"1,651",563,7,38,45.9,154,3.63s,10,405,226,25,20,417,1,67%,2,5,87.8%,317,26,1,18,8,7,7,81%,29/36,Roosters vs Knights,Roosters,2017
1,48%,24:58,168,"1,459",562,1,26,40.5,152,3.35s,10,384,219,13,17,367,4,60%,3,5,86.9%,325,38,1,11,12,6,8,67%,24/36,Roosters vs Knights,Knights,2017
