,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,24:19,168,"1,677",394,4,35,44.1,181,2.78s,8,393,216,9,19,425,0,62%,2,8,90.4%,320,21,1,13,6,5,8,0,84%,32/38,Warriors vs Titans,Warriors,2016
1,53%,27:25,149,"1,447",386,2,21,41.4,157,3.07s,7,359,186,20,22,502,1,67%,12,1,86.8%,310,35,1,12,7,5,6,3,83%,29/35,Warriors vs Titans,Titans,2016
