,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,61%,32:20,169,"1,647",578,3,35,40.2,296,14,433,230,6,27,791,3,81%,8,6,90.5%,316,11,2,22,11,88%,36/41,Raiders vs Panthers,Raiders,2013
1,39%,20:40,157,"1,381",471,1,11,30.7,177,12,412,230,9,28,745,3,86%,2,10,86.7%,357,35,0,20,5,80%,36/45,Raiders vs Panthers,Panthers,2013
