,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,20:15,162,"1,258",403,6,39,34,148,3.46s,16,328,170,59,11,284,1,35%,2,2,92.5%,322,19,7,12,9,8,2,70%,26/37,Storm vs Cowboys,Storm,2018
1,53%,22:51,149,"1,279",451,3,19,38.8,113,3.71s,4,383,236,52,16,241,1,60%,5,4,80.9%,254,39,21,14,11,8,2,79%,26/33,Storm vs Cowboys,Cowboys,2018
