,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,59%,27:46,177,"1,437",559,4,33,35.9,132,3.03s,18,394,215,36,15,498,1,17%,4,2,89.1%,279,23,11,10,4,7,2,78%,31/40,Panthers vs Titans,Panthers,2016
1,41%,19:18,151,"1,351",463,5,23,39.7,186,3.52s,10,339,181,34,15,395,0,90%,4,3,84.3%,307,33,24,9,8,6,4,79%,27/34,Panthers vs Titans,Titans,2016
