,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,29:13,182,"2,013",619,4,32,53,279,3.77s,5,411,213,3,22,658,0,70%,13,1,87.1%,305,28,1,17,14,3,8,0,76%,29/38,Roosters vs Wests Tigers,Roosters,2019
1,45%,23:55,161,"1,491",549,3,28,40.3,128,3.59s,12,372,194,2,23,673,1,64%,4,6,90.5%,398,32,2,10,9,4,7,1,78%,29/37,Roosters vs Wests Tigers,Wests Tigers,2019
