,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,30:43,201,"1,782",451,4,35,42.4,152,3.63s,10,456,263,30,16,354,2,55%,3,7,85.5%,306,26,26,16,5,8,71%,30/42,Sharks vs Dragons,Sharks,2019
1,45%,25:07,179,"1,470",409,1,26,39.7,95,3.53s,13,404,222,19,20,447,1,62%,3,8,88%,373,35,16,17,6,8,68%,25/37,Sharks vs Dragons,Dragons,2019
