,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,27:01,179,"1,784",524,9,32,48.2,247,3.24s,10,384,210,11,16,413,2,50%,1,4,91.3%,274,21,1,5,5,7,8,86%,32/37,Bulldogs vs Wests Tigers,Bulldogs,2016
1,43%,20:23,130,"1,282",374,4,21,41.4,160,3.65s,3,314,164,3,19,650,0,57%,2,3,88.3%,346,32,0,14,7,5,8,81%,25/31,Bulldogs vs Wests Tigers,Wests Tigers,2016
