,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,27:27,183,"1,813",576,6,21,49,259,3.38s,16,383,198,27,21,472,3,80%,4,6,89.9%,312,30,5,8,4,8,84%,31/37,Warriors vs Raiders,Warriors,2017
1,45%,22:28,159,"1,555",507,7,30,42,214,3.57s,4,345,180,15,17,639,1,75%,2,2,86.9%,293,21,23,11,6,8,78%,29/37,Warriors vs Raiders,Raiders,2017
