,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,27:03,191,"1,835",502,11,44,45.9,224,3.08s,9,450,264,13,20,410,3,40%,2,7,87.4%,256,21,16,6,4,8,0,88%,35/40,Cowboys vs Knights,Cowboys,2016
1,45%,22:07,147,"1,262",314,2,21,40.7,79,3.11s,10,339,185,9,16,435,0,86%,4,3,84.5%,328,44,16,10,7,7,3,71%,22/31,Cowboys vs Knights,Knights,2016
