,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,27:52,186,"1,983",509,10,29,49.6,254,3.55s,8,409,227,13,18,583,3,83%,6,2,89.2%,314,19,2,19,11,7,8,78%,31/40,Roosters vs Titans,Roosters,2019
1,47%,24:42,162,"1,240",360,1,19,37.6,109,3.54s,9,392,227,15,18,455,2,100%,6,3,89%,355,29,1,15,7,7,7,79%,26/33,Roosters vs Titans,Titans,2019
