,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,29:32,148,"1,407",527,2,16,40.2,159,11,382,210,9,19,556,2,94%,2,3,91.9%,350,18,13,6,0,77%,27/35,Sharks vs Sea Eagles,Sharks,2014
1,45%,24:09,164,"1,567",573,6,18,38.2,177,8,402,219,6,21,581,0,100%,2,2,90.9%,300,16,14,6,1,83%,34/41,Sharks vs Sea Eagles,Sea Eagles,2014
