,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,42%,19:57,138,"1,236",445,3,9,35.3,178,15,338,181,11,17,358,0,86%,3,5,89.9%,373,32,0,10,7,66%,23/35,Panthers vs Roosters,Panthers,2013
1,58%,27:33,166,"1,589",529,11,32,38.8,169,6,407,221,10,20,574,1,75%,2,7,91.2%,291,9,1,19,9,85%,35/41,Panthers vs Roosters,Roosters,2013
